,agent_activation_regime,influence_error_distribution,influence_model,network_structure_model,population_size
1720,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.33, 3)",100
1721,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.33, 3)",1000
1722,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.33, 3)",10000
1723,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.33, 10)",100
1724,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.33, 10)",1000
1725,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.33, 10)",10000
1726,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.66, 3)",100
1727,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.66, 3)",1000
1728,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.66, 3)",10000
1729,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.66, 10)",100
1730,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.66, 10)",1000
1731,random,"N(0, 0.2)",attractive_repulsive,"small_world(N, 0.66, 10)",10000
1732,random,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 1)",100
1733,random,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 1)",1000
1734,random,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 1)",10000
1735,random,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 3)",100
1736,random,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 3)",1000
1737,random,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 3)",10000
1738,random,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 5)",100
1739,random,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 5)",1000
1740,random,"N(0, 0.2)",attractive_repulsive,"scale_free(N, 5)",10000
1741,random,"N(0, 0.2)",random_adoption,erdos_renyi_random(N),100
1742,random,"N(0, 0.2)",random_adoption,erdos_renyi_random(N),1000
1743,random,"N(0, 0.2)",random_adoption,erdos_renyi_random(N),10000
1744,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.0, 3)",100
1745,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.0, 3)",1000
1746,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.0, 3)",10000
1747,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.0, 10)",100
1748,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.0, 10)",1000
1749,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.0, 10)",10000
1750,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.33, 3)",100
1751,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.33, 3)",1000
1752,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.33, 3)",10000
1753,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.33, 10)",100
1754,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.33, 10)",1000
1755,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.33, 10)",10000
1756,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.66, 3)",100
1757,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.66, 3)",1000
1758,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.66, 3)",10000
1759,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.66, 10)",100
1760,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.66, 10)",1000
1761,random,"N(0, 0.2)",random_adoption,"small_world(N, 0.66, 10)",10000
1762,random,"N(0, 0.2)",random_adoption,"scale_free(N, 1)",100
1763,random,"N(0, 0.2)",random_adoption,"scale_free(N, 1)",1000
1764,random,"N(0, 0.2)",random_adoption,"scale_free(N, 1)",10000
1765,random,"N(0, 0.2)",random_adoption,"scale_free(N, 3)",100
1766,random,"N(0, 0.2)",random_adoption,"scale_free(N, 3)",1000
1767,random,"N(0, 0.2)",random_adoption,"scale_free(N, 3)",10000
1768,random,"N(0, 0.2)",random_adoption,"scale_free(N, 5)",100
1769,random,"N(0, 0.2)",random_adoption,"scale_free(N, 5)",1000
1770,random,"N(0, 0.2)",random_adoption,"scale_free(N, 5)",10000
1771,random,"N(0, 0.2)",nonlinear,erdos_renyi_random(N),100
1772,random,"N(0, 0.2)",nonlinear,erdos_renyi_random(N),1000
1773,random,"N(0, 0.2)",nonlinear,erdos_renyi_random(N),10000
1774,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.0, 3)",100
1775,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.0, 3)",1000
1776,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.0, 3)",10000
1777,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.0, 10)",100
1778,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.0, 10)",1000
1779,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.0, 10)",10000
1780,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.33, 3)",100
1781,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.33, 3)",1000
1782,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.33, 3)",10000
1783,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.33, 10)",100
1784,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.33, 10)",1000
1785,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.33, 10)",10000
1786,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.66, 3)",100
1787,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.66, 3)",1000
1788,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.66, 3)",10000
1789,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.66, 10)",100
1790,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.66, 10)",1000
1791,random,"N(0, 0.2)",nonlinear,"small_world(N, 0.66, 10)",10000
1792,random,"N(0, 0.2)",nonlinear,"scale_free(N, 1)",100
1793,random,"N(0, 0.2)",nonlinear,"scale_free(N, 1)",1000
1794,random,"N(0, 0.2)",nonlinear,"scale_free(N, 1)",10000
1795,random,"N(0, 0.2)",nonlinear,"scale_free(N, 3)",100
1796,random,"N(0, 0.2)",nonlinear,"scale_free(N, 3)",1000
1797,random,"N(0, 0.2)",nonlinear,"scale_free(N, 3)",10000
1798,random,"N(0, 0.2)",nonlinear,"scale_free(N, 5)",100
1799,random,"N(0, 0.2)",nonlinear,"scale_free(N, 5)",1000
1800,random,"N(0, 0.2)",nonlinear,"scale_free(N, 5)",10000
